Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Women in the Next Realities,"<p>Join other women interested in XR (virtual, augmented, and mixed reality technologies), AI, and d",https://www.meetup.com/women-in-the-next-realities,Cambridge,02138,549,Technology,"Artificial Intelligence, Art, New Media, New Technology, Women Entrepreneurs, Professional Networking, Augmented Reality, Virtual Reality (VR), Professional Women, Women's Networking, Human-Computer Interaction, Data Science","Meet & Greet before BostonVR Meetup (ID: 242291549, Date: 2017-08-14T17:00-04:00); Meet & Greet before BostonAR Meetup (ID: 242772289, Date: 2017-09-06T17:00-04:00); ""Getting a Foot in the Door"" VR experience and panel discussion (ID: 242716472, Date: 2017-09-19T17:00-04:00)"
AANE Outdoor Enthusiasts,"Associated with AANE, this group was created to bring people together who share a love for the outdo",https://www.meetup.com/meetup-group-aane-outdoorenthusiasts,Boston,02108,364,Social Activities,"Autism, Make New Friends, Asperger Syndrome, Autism Spectrum Disorders, Adventure, Outdoors, Social Networking, Hiking, Outdoor Adventures","Zoom Meetup! (ID: 275453865, Date: 2021-01-23T11:00-05:00); February Virtual Meetup (ID: 276083592, Date: 2021-02-27T14:00-05:00); March Virtual Meetup (ID: 276820245, Date: 2021-03-27T13:00-04:00)"
Pharma Biotech Networking over Zoom,"Welcome to the Pharma/Biotech Networking over Zoom Meetup!! ☕️

The goal is to bring together Pharma",https://www.meetup.com/pharma-biotech-networking-zoom,Boston,02108,25,Career & Business,"Professional Networking, Small Business Marketing Strategy, Entrepreneurship, Biotechnology Industry Organization, Healthcare Professionals, Biotechnology, Healthcare Innovation",
Back Bay and Beacon Hill Dining Club- women over 45!,"Welcome to the Back Bay and Beacon Hill Dining Club for those over forty-five.
This group is perfect",https://www.meetup.com/boston-dining-out-meetup-group-over-fortyfive,Boston,02108,57,No category,"Dining Out, Foodie, Dinner Parties, Fine Dining, Dinner, Casual Dining","Join our new Back Bay and Beacon Hill Dining Club- Banks Fish House (ID: 302268495, Date: 2024-08-14T19:00-04:00); Come join us at Myers and Chang! (ID: 302872600, Date: 2024-09-12T18:45-04:00)"
GLAD Forward,"Who are we?
GLAD Forward is a group of younger LGBTQ+ adults and friends/allies in the Greater Bosto",https://www.meetup.com/glad-forward,Boston,02108,30,Identity & Language,"Lesbian, Transgender, LGBT, Young Professionals, Gay and Lesbian Friends, LGBT Social, Queer Socializing, Advocacy, Legal Professionals, Gender Queer, LGBT Friendly, Social Justice","Laugh It Up with GLAD Forward (ID: 293740215, Date: 2023-05-24T19:00-04:00); New England Revs Pride Night with GLAD! (ID: 294063615, Date: 2023-06-10T16:30-04:00); GLAD Forward's HoliGay Party (ID: 297779232, Date: 2023-12-14T18:00-05:00)"
J. Lucky's Real Estate Network,**The J. Lucky Team created this network to connect with the community and share real estate knowled,https://www.meetup.com/jlucky,Boston,02119,914,Career & Business,"Investing, Real Estate Networking, Real Estate Foreclosures, Real Estate Investors, Real Estate Investing, Real Estate, Beginner Real Estate Investing, Cashflow, Real Estate Investment Education, Buying a Home, Landlords & Property Managers, Wholesaling Real Estate","BYIN Real Estate Mixer (ID: 278752835, Date: 2021-06-24T18:00-04:00); BYIN Real Estate Mixer (ID: 278753189, Date: 2021-06-24T18:00-04:00); BYIN Real Estate Mixer (ID: 279016613, Date: 2021-07-22T18:00-04:00)"
"Actors, Voice Artists, Singers, Dancers, and Writers","Are you an entertainer? Do you act? Sing? Dance? Write?

This group is meant to be a habitat for ent",https://www.meetup.com/talented-entertainers,Boston,02114,763,Music,"Musicians, Poetry, Music, Songwriting, Songwriting Resources, Singing, Poetry Reading, Acting, Performing Arts, Writing, Live Music, Screenwriting","Let's Start by Sharing Songs and Lyrics (ID: 93164462, Date: 2012-12-09T19:15-05:00); Let's Start by Sharing Songs and Lyrics (ID: 94836042, Date: 2012-12-16T18:30-05:00); Share the Music of Love! - Cross-Post with Boston Singles - Boston Singles Holid (ID: 96848472, Date: 2012-12-28T19:00-05:00)"
The Security of Things,<p>This group is for professionals of all skills and backgrounds who are interested in securing the ,https://www.meetup.com/the-security-of-things,Cambridge,02139,2475,Technology,"Wearable Technologies, New Technology, Network Security, M2M Devices, Smart Sensors, Cybersecurity, Application Security, Entrepreneurship, Mobile Development, Software Security, Smart Home, Internet of Things (IOT), Computer Security, Cloud Security, Web Application Security","Inaugural Security of Things Meetup - June 10!! (ID: 222876419, Date: 2015-06-10T18:00-04:00); June 25th Security of Things MeetUp at LogMeIn HQ (ID: 223184202, Date: 2015-06-25T18:00-04:00); July Security of Things Meetup at Akamai HQ (ID: 223898053, Date: 2015-07-30T18:30-04:00)"
Sitecore User Group - New England,<p>The New England Sitecore CMS User Group meets on a Wednesday once each month in Boston for networ,https://www.meetup.com/sitecore-user-group-new-england,Boston,02210,498,Technology,"Sitecore, CMS (Content Management Systems), Content Management, .NET","Inaugural Meeting of the New England Sitecore User Group (ID: 11563537, Date: 2009-10-14T18:00-04:00); Sitecore User Group November Meetup (ID: 11625061, Date: 2009-11-18T18:00-05:00); December Sitecore User Group Meetup - Flat Top Johnny's (ID: 11868769, Date: 2009-12-16T18:00-05:00)"
Yantra 20th Anniversary Reunion,"<p>Please Note: This group is for Yantriks -- people who worked at Yantra, Sterling Commerce or IBM ",https://www.meetup.com/yantra-20-reunion,Boston,02108,102,Religion & Spirituality,Reunion,"Reunion Reception and Dinner (Boston) .... (ID: 221428083, Date: 2015-09-19T15:00-04:00)"
Fells and Beyond,Hikes in the Middlesex Fells Reservation and other spots within an hour drive from Boston. Most hike,https://www.meetup.com/fells-and-beyond,Winchester,01890,198,Travel & Outdoor,"Fitness, Hiking, Outdoor Adventures, Outdoor Fitness, Singles Over 40"," Explore Crystal Springs, Whip Hill Park and Virginia Wood (ID: 285196345, Date: 2022-04-16T14:00-04:00); Explore the Ponds Area of the Fells (ID: 285358257, Date: 2022-04-23T15:00-04:00); Explore Horn Pond Woods (ID: 285549609, Date: 2022-05-01T15:00-04:00)"
St. Mary's 20s and 30s Group,"<p>This group formed at St. Mary's Episcopal Church in Upham's Corner, and many of us are members th",https://www.meetup.com/st-marys-20s-and-30s-group,Boston,02108,20,Religion & Spirituality,"Local Activities, Social Justice, Christian Social, Theology, Episcopalian, Fellowship, 20's-30's, Eating & Drinking","Potluck Gathering (ID: 258712679, Date: 2019-02-27T19:00-05:00); Dinner, Discussion, and Games! (ID: 261233298, Date: 2019-05-07T19:00-04:00)"
ELEVATE Northeast - Cannabis Education/Outreach,ELEVATE Northeast Events and Education Inc. (elevatene.org) is a 501(c)(3) nonprofit organization th,https://www.meetup.com/elevatene,Boston,02110,749,Career & Business,"Small Business, Cannabis Culture, Hemp, Medical Cannabis, Startup Businesses, Women Small Business Owners, Cannabis Legalization, 420, Social Impact, LGBT+, Veterans, Psychedelic Culture, Psychedelic Experience in Art and Mind","Join Women Grow: Boston for LEGALIZE IT! Experts from CRMLA & LEAP (ID: 229800044, Date: 2016-04-07T18:00-04:00); Find & Stake Your Place in the Cannabis Industry (ID: 229800113, Date: 2016-05-05T18:00-04:00); Cannabis Chemistry - She Blinded Me With Science! (ID: 230968078, Date: 2016-06-02T18:00-04:00)"
"CULTURAL VOYAGERS Exploring International Food, Music & Art","<p>Boston is a Mecca of cultural diversity with a multitude of ethnic restaurants, World Music event",https://www.meetup.com/cultural-exploration-through-food-art-music-film,Boston,02115,336,Art & Culture,"Dining Out, Art, Live Music, Language & Culture, Film, International Travel, Performing Arts, Theater, Cultural Activities, Cooking"," French Film Festival Opening Film - FACES PLACES (ID: 252123188, Date: 2018-07-14T18:15-04:00); Bastille Day Celebration Dinner (ID: 252124580, Date: 2018-07-14T20:30-04:00); Newburyport Documentary Film Festival - Love & Bananas: An Elephant Story (ID: 252855552, Date: 2018-07-28T18:00-04:00)"
The Butch-Femme Romantics...Living the Dream,"<p>This group is for those lesbians, over 40, who are passionate about being in relationships that f",https://www.meetup.com/meetup-group-qnfmnfif,Boston,02108,15,Identity & Language,No Topics,"BFs Bowl! (ID: 264702494, Date: 2019-09-20T19:00-04:00)"
"Active, Healthy, and Social in Eastern Mass",<p>Do you strive to be active and healthy and want to hang out with others who feel the same?? If yo,https://www.meetup.com/active-healthy-and-social-in-eastern-mass,Boston,02112,1882,Sports & Fitness,"Outdoors, Outdoor Fitness, Social, Healthy Living, Fitness, Wine, Hiking, Walking, Running, Wellness, Weekend Adventures, Happy Hour, Exercise, Cooking, Outdoor Adventures","Lets Meet up for Coffee/Tea and/or a Yoga Class! (ID: 220134513, Date: 2015-02-08T15:30-05:00); Beginner Salsa Workshop (ID: 220402962, Date: 2015-02-15T16:00-05:00); Group Walk/Run the Quincy Shore Drive (ID: 220189064, Date: 2015-03-08T15:00-04:00)"
Future of Technology in Education at Cengage Learning,Want to learn future of technology in Education Industry and learn how you could help? Cengage Learn,https://www.meetup.com/future-of-technology-in-education-at-cengage-learning,Boston,02110,85,Technology,"JavaScript, Web Technology, Web Development, Front-end Development, JavaScript Libraries, JavaScript Frameworks, nodeJS","Future of Technology in Education Industry and how you could help (ID: 178585252, Date: 2014-04-28T18:00-04:00)"
Dances with Sitz,"Welcome to Dances With Sitz!
We are active, professional singles (ages 50-65+) who enjoy dancing!  T",https://www.meetup.com/socialnetwork-1425,Boston,02110,1724,Social Activities,"New In Town, Singles, Social, Social Networking, Outdoors, Dancing, Hiking, Singles Over 45","Fall Fling Semi Formal Dance (ID: 8835240, Date: 2008-10-18T20:00-04:00); Annual Sitz Oldies Dance with Blue Suede Boppers Band (ID: 8911436, Date: 2008-11-07T19:00-05:00); AFTER WORK Get-Together  - Mandaring Oriental Hotel, Boston (ID: 9211853, Date: 2008-12-02T18:00-05:00)"
LGBTQ Family and Parenting Group,<p>This group is focused on LGBTQ parents and families getting together to build a stronger communit,https://www.meetup.com/lgbtq-family-and-parenting-group,Melrose,02176,132,Identity & Language,"LGBT Social, LGBT Families, Lesbian Moms, Gay Parents, LGBT Parents, Parents, Family, New Parents, Parenting Advice","Family Fun at Short Path Distillery in Everett! (ID: 260083408, Date: 2019-04-13T13:00-04:00); Family Fun at the Stone Zoo in Stoneham! (ID: 260086944, Date: 2019-05-19T13:00-04:00); Family Fun at Drumlin Farm (ID: 261266244, Date: 2019-06-01T13:30-04:00)"
BostonJS,<p>A monthly celebration and exploration of the JavaScript programming language. If you are interest,https://www.meetup.com/boston_js,Boston,02114,5021,Technology,"JavaScript Libraries, JavaScript, Web Standards, nodeJS, Software Development, Web Technology, JQuery, Front-end Development, ReactJS, Angular, JavaScript Frameworks, Web Development, Vue.js, Ember JS, Github","The Boston JavaScript January Meetup (ID: 6935457, Date: 2008-01-09T19:00-05:00); The Boston JavaScript February Meetup  (ID: 7270381, Date: 2008-02-25T19:00-05:00); Boston JavaScript Meetup Group (ID: 9042137, Date: 2008-11-12T18:00-05:00)"
Dining In & Out,<p>Join us to explore all of the eating adventures the Boston area and beyond has to offer. We'll di,https://www.meetup.com/todine,Boston,02115,4720,No category,"Dining Out, Foodie, Ethnic Dining & Cooking, Cooking Classes, Adventure, Lunch, Brunch, Dinner, International Travel, Women Who Travel, Travel, Seniors, Singles Who Travel, Solo Travelers, Eating & Drinking, Wine and Food Lovers, Singles","NEBO- North End BOston (ID: 10025875, Date: 2009-04-07T18:00-04:00); The Living Room-Sunday Brunch (ID: 10234249, Date: 2009-05-03T13:00-04:00); Lucia Ristorante-Dinner (ID: 10440195, Date: 2009-05-27T19:00-04:00)"
Mass Networking Group,"<p>This is a networking group of Small Business Owners, Entrepreneurs, Business Professionals, and S",https://www.meetup.com/mass-networking,Newton,02458,2273,Career & Business,"Small Business, Entrepreneur Networking, Social Networking, Social, New In Town, Business Referral Networking, Professional Networking, Business Strategy, Entrepreneurship, People Helping People, Women's Business Networking, Startup Businesses, B2B Networking","FREE Networking in Boston {Complimentary Appetizers/ Multi Group Event} (ID: 235245277, Date: 2016-11-01T18:00-04:00); FREE Networking in Quincy  {Multi Group Event} (ID: 235245593, Date: 2016-11-02T18:00-04:00); FREE Business Networking in Medford {Multi Group Event} (ID: 235245696, Date: 2016-11-07T18:00-05:00)"
"Leslie Salmon Jones, Afro Flow Yoga",Afro Flow Yoga® is an embodied practice integrating dance movements of the African diaspora with med,https://www.meetup.com/afro-flow-yoga-meetup,Allston,02134,370,Health & Wellbeing,"Fitness, Yoga, Self-Help & Self-Improvement, Healthy Living, Meditation, Live Music, Wellness, African Dance, Conscious Movement, Dance and Movement","Afro Flow Yoga @ Northeastern Crossing (ID: 256149899, Date: 2018-11-08T18:00-05:00); Afro Flow Yoga @ Northeastern Crossing (ID: 256149959, Date: 2018-11-08T18:00-05:00); Afro Flow Yoga 10th Anniversary Celebration in New York City! (ID: 256152401, Date: 2018-11-11T14:00-05:00)"
Real Estate Growth Meetup,<p>The purpose of this group is to empower new and experienced real estate investors to transform th,https://www.meetup.com/real-estate-growth-meetup,Boston,02120,424,Career & Business,"Real Estate Networking, Real Estate Investment Education, Real Estate Investors, Real Estate Investing, Real Estate, Wholesaling Real Estate","Flipping Real Estate: The Beach House Tour (ID: 267228031, Date: 2019-12-19T18:00-05:00); Flip Tour and Podcast Live: Mattapan Meetup  (ID: 267567577, Date: 2020-01-16T18:00-05:00); Flip Tour and Live Podcast: Jamaica Plain Meetup (ID: 268179350, Date: 2020-02-20T18:00-05:00)"
Psicanálise. Atendimento: For brazilian citizens Depressão,"PSICANÁLISE. ATENDIMENTO.
(Depressão e Ansiedade)

Sou um Psicanalista brasileiro e atendo os brasil",https://www.meetup.com/meetup-group-xqupcnpl,Boston,02108,4,Health & Wellbeing,"Depression, Mental Illness, Healing Depression and Anxiety, Depression Support, Mental Wellness, Psychology, Mental Health Support",
Economic Mobility Pathways EMPath AMP Up Study,"# About EMPath

Economic Mobility Pathways (EMPath) is
a Boston-based nonprofit that disrupts
povert",https://www.meetup.com/economic-mobility-pathways-empath-amp-up-study,Boston,02108,8,Movements & Politics,"Human Rights, Housing, Social Movements, Women's Rights, Activism, Social, Community, Equality","AMP Up Study - Information Session  (ID: 292819554, Date: 2023-04-12T12:00-04:00); AMP Up Study - Information Session (Spanish)  (ID: 292823649, Date: 2023-04-13T17:00-04:00); AMP Up Study - Information Session  (ID: 292960409, Date: 2023-04-19T17:00-04:00)"
Economic Mobility Pathways EMPath AMP Up Study,"# About EMPath

Economic Mobility Pathways (EMPath) is
a Boston-based nonprofit that disrupts
povert",https://www.meetup.com/economic-mobility-pathways-empath-amp-up-study,Boston,02108,8,Movements & Politics,"Human Rights, Housing, Social Movements, Women's Rights, Activism, Social, Community, Equality","AMP Up Study - Information Session  (ID: 292819554, Date: 2023-04-12T12:00-04:00); AMP Up Study - Information Session (Spanish)  (ID: 292823649, Date: 2023-04-13T17:00-04:00); AMP Up Study - Information Session  (ID: 292960409, Date: 2023-04-19T17:00-04:00)"
AI in Massachusetts Workforce Development & Career Group,**Join the AI in Massachusetts Workforce Development and Career Fair Meetup Group: A Gateway to AI O,https://www.meetup.com/ai-in-massachusettts-workforce-development-and-career-fair,Cambridge,02140,573,Career & Business,"New Career, Career Network, Employment, Career Transition, Job Search, Networking for Job Seekers, Artificial Intelligence Applications, Artificial Intelligence, AI Algorithms, Predictive Analytics, Data Analytics, Career",
Yoga Nature Art Adventures,"<p>Come explore the natural world together! We will walk in the urban wilds of Brookline, Boston, JP",https://www.meetup.com/yoga-nature-art-adventures,Brookline,02446,337,Travel & Outdoor,"Sketching, Outdoors, Self-Empowerment, Yoga, Outdoor Adventures, Nature Photography, Nature Appreciation, Creativity, Nature Walks, Meditation, Art, Outdoor Yoga, Fine Arts, Drawing, Nature","Check out the Winter Ducks! (ID: 220414788, Date: 2015-02-11T11:00-05:00); Winter River Walk (ID: 220486872, Date: 2015-02-18T11:00-05:00); Muddy River Walk (ID: 220708470, Date: 2015-03-12T17:30-04:00)"
Bostonians for Hillary,This is a group for anyone who believes Hillary Clinton should be elected the next President of the ,https://www.meetup.com/bostonians-for-hillary,Cambridge,02138,59,Movements & Politics,"Democratic Party, Liberals, Progressive Democrats, Intellectual Discussions, Women's Rights, Social Justice, Political Activism, Friends & Supporters of LGBT/GLBT, Young Democrats, National Politics, Black Lives Matter","Bostonians for Hillary Meet-and-Greet (ID: 229519880, Date: 2016-03-23T19:30-04:00)"
Bored? Have no fun plans? Lets hang out!,<p>This is a group for anyone interested in meeting new people and hanging out! This is a multicultu,https://www.meetup.com/bored-have-no-fun-plans-lets-hang-out,Allston,02134,3431,Social Activities,"Adventure, Foodie, Partying, Museum, Dinner and a Movie, Movie Nights, Fun Times, Nightlife, Social Networking, New In Town, Watching Movies, Breakfast & Brunch, Introverts Meeting Friends, Exploring New Restaurants, Potluck","Watch movie: Puzzle  (ID: 254005071, Date: 2018-08-23T19:00-04:00); Let's Eat Dinner at Tiger Mama Tonight at 7pm!  (ID: 254075355, Date: 2018-08-30T19:00-04:00); Let's Watch a Movie : Searching, Tonight at 7pm at AMC Boston  (ID: 253894657, Date: 2018-08-31T18:00-04:00)"
Solo/Small Law Firms - Networking and Navigating,"We’re a small, relatively new, law firm in the Boston area. We often talk about how helpful it is to",https://www.meetup.com/solo-small-law-firms-networking-and-navigating-group,Boston,02210,17,Career & Business,"Women's Business Networking, Business Strategy, Business, Legal and Business, Startup Businesses, Legal Professionals, Business Referral Networking, Women Business Owners, Small Business Online Marketing, Business Development","POSTPONED!  Solo/Small Law Firms Networking Meet and Greet, December 7, 6:30 PM (ID: 289374015, Date: 2022-12-07T18:30-05:00)"
Vino Veritas: 20s and 30s Philosophy Book Club,"Please note that with the (very) high monthly costs of meetup, I'm going to start migrate to Heylo t",https://www.meetup.com/in-vino-veritas-20s-30s-philosophy-book-club,Boston,02128,56,Hobbies & Passions,"20's-30's, Book Club, Philosophy, Conversation, Literature, Reading, Novel Reading, Intellectual Discussions",
IGNITE:Singles (all ages) & Professionals Christian Ministry,We are a group of Singles (of all ages) and Young Professionals defined by a stage of life. United i,https://www.meetup.com/young-professionals-and-singles-ministry,Arlington,02474,204,Religion & Spirituality,"Bible Study, Christian Ministry, Religion, Spirituality, Christian Social, Social, Family, Christian Singles, Christian, Community Building","Building Unity in A Culture of Separation (ID: 254655183, Date: 2018-09-13T19:30-04:00); IMPACT Small Group Bible Discussion: ""What if today was your last day?"" (ID: 255034374, Date: 2018-09-27T20:00-04:00); Worship Service ""I AM DAVID series: Imperfect but Transformed""  (ID: 255304454, Date: 2018-10-07T09:30-04:00)"
Conscious Movie Meetup!,<p>This meet-up meets about once a month to view movies that bring awareness on a particular subject,https://www.meetup.com/consciousness-65,Cambridge,02140,278,Hobbies & Passions,"Consciousness, Watching Movies","Conscious Movie Meetup! November Meetup (ID: 5231473, Date: 2006-11-03T19:00-05:00); Conscious Movie Meetup! December Meetup (ID: 5242760, Date: 2006-12-01T19:00-05:00); Our next Film! (ID: 5256256, Date: 2006-12-01T19:00-05:00)"
Sustenance Soup Poetry,<p>Stone Soup was founded over thirty years ago by the Boston poet Jack Powers. Though it's origins ,https://www.meetup.com/stone-soup-poetry,Cambridge,02139,1033,Art & Culture,"Musicians, Poetry, Indie Publishing, Creative Writing, Artists, Performing Arts, Poetry Reading, Digital Publishing, Open Mic","November 24: Attend Tru Kwene's Feature at stone Soup (ID: 218869822, Date: 2014-11-24T20:00-05:00); December 15: Deta Galloway Features at Stone Soup (ID: 219250875, Date: 2014-12-15T20:00-05:00); December 22: Mars Jptr Features at Stone Soup (ID: 219372397, Date: 2014-12-22T20:00-05:00)"
IGNITE:Singles (all ages) & Professionals Christian Ministry,We are a group of Singles (of all ages) and Young Professionals defined by a stage of life. United i,https://www.meetup.com/young-professionals-and-singles-ministry,Arlington,02474,204,Religion & Spirituality,"Bible Study, Christian Ministry, Religion, Spirituality, Christian Social, Social, Family, Christian Singles, Christian, Community Building","Building Unity in A Culture of Separation (ID: 254655183, Date: 2018-09-13T19:30-04:00); IMPACT Small Group Bible Discussion: ""What if today was your last day?"" (ID: 255034374, Date: 2018-09-27T20:00-04:00); Worship Service ""I AM DAVID series: Imperfect but Transformed""  (ID: 255304454, Date: 2018-10-07T09:30-04:00)"
Royalz Indians New England,"Welcome to Royalz Indian Boston Meetup group!

Are you an Indian who is new to Boston?

Looking to m",https://www.meetup.com/royalzindiannewengland,Boston,02108,231,Social Activities,"Social, Young Professionals, Desis, Desi Culture, Fun Times, Indian Food, Bollywood Films, Independent Filmmaking, Indian Culture, New In Town, Expat Indian, South Asians, Indian Music, Make New Friends","Jazz Brunch (First Weekend Kick Off) (ID: 234653882, Date: 2016-10-08T08:00-04:00); Oktoberfest Boston 2016 (ID: 234654455, Date: 2016-10-08T17:30-04:00); NH Fall Color Hike (ID: 234654238, Date: 2016-10-15T11:00-04:00)"
Entrepreneurship Connection | Workshops + Networking,The Entrepreneurship Connection is dedicated to fostering a community feeling among entrepreneurs an,https://www.meetup.com/entrepreneurship-connection,Boston,02114,1036,Career & Business,"Innovation, Women Entrepreneurs, Entrepreneurship, Entrepreneur Networking, Startup Businesses, Lean Startup, Technology Startups, Internet Startups, Business Strategy, Product Design, Finance","Transportation Connect 2019 (ID: 257457716, Date: 2019-01-31T15:00-05:00); Corporate Inno Connect 2019 (ID: 257457754, Date: 2019-02-28T15:00-05:00); LAUNCH! Entrepreneur Workshop Series (Complete Series) (ID: 258988098, Date: 2019-03-14T17:30-04:00)"
Melanated Mindfulness,"Welcome to Melanated Mindfulness! This group is for individuals who identify as Black, Indigenous, a",https://www.meetup.com/melanated-mindfulness,Boston,02108,40,Support & Coaching,"Social, Anxiety, Men's Social, Social Anxiety, Behavioral & Mental Health, Mental Health Support, Good Mental Health, Physical & Mental Wellness","Melanated Mindfulness Meeting  (ID: 300719019, Date: 2024-05-02T19:00-04:00); Melanated Mindfulness Meeting  (ID: 300748271, Date: 2024-05-02T19:00-04:00); Melanated Mindfulness - Meet and Greet, Thurs May 16th 2024, 07:00 PM (ID: 300805070, Date: 2024-05-16T19:00-04:00)"
Let’s Dance the Night Away!!,"Hi everyone, I’m Kim. I’m a fun-loving 40 something woman, and I love to dance. Music makes me happy",https://www.meetup.com/meetup-group-dhunfwcx,Boston,02115,790,Music,"Musicians, Dining Out, Live Music, Singing, Dancing, Music, Fun Times, Boston, Singles, Adventure, Social Networking, Nightlife, Women's Social, New In Town","First Dance - Revamped 😊 (ID: 245094754, Date: 2017-11-18T21:30-05:00); First Dance? ***SECOND Dance!!! (ID: 245032472, Date: 2017-12-02T21:00-05:00); Scorpion Bowls and Dancing... I kid you not!! (ID: 245668268, Date: 2018-01-13T21:00-05:00)"
Conscious Movie Meetup!,<p>This meet-up meets about once a month to view movies that bring awareness on a particular subject,https://www.meetup.com/consciousness-65,Cambridge,02140,278,Hobbies & Passions,"Consciousness, Watching Movies","Conscious Movie Meetup! November Meetup (ID: 5231473, Date: 2006-11-03T19:00-05:00); Conscious Movie Meetup! December Meetup (ID: 5242760, Date: 2006-12-01T19:00-05:00); Our next Film! (ID: 5256256, Date: 2006-12-01T19:00-05:00)"
Sustenance Soup Poetry,<p>Stone Soup was founded over thirty years ago by the Boston poet Jack Powers. Though it's origins ,https://www.meetup.com/stone-soup-poetry,Cambridge,02139,1033,Art & Culture,"Musicians, Poetry, Indie Publishing, Creative Writing, Artists, Performing Arts, Poetry Reading, Digital Publishing, Open Mic","November 24: Attend Tru Kwene's Feature at stone Soup (ID: 218869822, Date: 2014-11-24T20:00-05:00); December 15: Deta Galloway Features at Stone Soup (ID: 219250875, Date: 2014-12-15T20:00-05:00); December 22: Mars Jptr Features at Stone Soup (ID: 219372397, Date: 2014-12-22T20:00-05:00)"
The LGBTQIA+ Talk to Strangers MeetUp,Are you LGBTQIA+ and in the Greater Boston area? Do you wish you could have more of the kinds of con,https://www.meetup.com/the-lgbtqia-talk-to-strangers-meetup,Boston,02115,416,Identity & Language,"30's, 20's, 20's-30's, Lesbian Dating, Friendships, Consciousness, Gender Queer, LGBT Friendly, LGBTQ, LGBT Social, LGBTQIA, Gay Dating, LGBT+, Bars & Pubs, Discover Books and Hang Out at Bookshops","Skip the Small Talk at Trident Books: LGBTQIA+ Speed-Friending (ID: 283898353, Date: 2022-02-15T19:00-05:00); Poly Speed-Dating, Ages 25-35 (ID: 284005711, Date: 2022-02-16T19:00-05:00); Skip the Small Talk at Trident Books: LGBTQIA+ Speed-Friending (ID: 284388337, Date: 2022-03-15T19:00-04:00)"
Conservatarians,<p>This is a community for that underrated and underrepresented swath of the political spectrum fall,https://www.meetup.com/conservatarians-of-boston,Boston,02108,311,Movements & Politics,"Limited Government, End The Fed, Conservative and Libertarian Politics, U.S. Politics, Social Networking, Conservatives, Libertarian, Liberty, Local Politics, Republican Party","Casual First Meet (ID: 259338380, Date: 2019-03-03T14:00-05:00); Discussion: ""Free Speech & Political Correctness"" (ID: 260060903, Date: 2019-03-31T14:30-04:00); Book Club: ""Ship of Fools"" by Tucker Carlson (ID: 260342669, Date: 2019-04-28T14:30-04:00)"
Memory Training Meetup,<p><span>This training is useful if you want to memorize more easily or want to keep your brain acti,https://www.meetup.com/memory-training-meetup,Boston,02110,398,Science & Education,"Career Network, Networking for Job Seekers, New In Town, Self-Help & Self-Improvement, Entrepreneurship, Business Referral Networking, Learning, Study Group, Social Networking, Holistic Health, Dating and Relationships, Social, Professional Networking, New Career, Healthy Living","Remembering Names - Training (ID: 221355574, Date: 2015-04-16T19:00-04:00); Remembering Names - Training (ID: 221865187, Date: 2015-05-26T19:00-04:00); End the Struggle to Remember (ID: 225162396, Date: 2015-09-09T18:30-04:00)"
Conservatarians,<p>This is a community for that underrated and underrepresented swath of the political spectrum fall,https://www.meetup.com/conservatarians-of-boston,Boston,02108,311,Movements & Politics,"Limited Government, End The Fed, Conservative and Libertarian Politics, U.S. Politics, Social Networking, Conservatives, Libertarian, Liberty, Local Politics, Republican Party","Casual First Meet (ID: 259338380, Date: 2019-03-03T14:00-05:00); Discussion: ""Free Speech & Political Correctness"" (ID: 260060903, Date: 2019-03-31T14:30-04:00); Book Club: ""Ship of Fools"" by Tucker Carlson (ID: 260342669, Date: 2019-04-28T14:30-04:00)"
Memory Training Meetup,<p><span>This training is useful if you want to memorize more easily or want to keep your brain acti,https://www.meetup.com/memory-training-meetup,Boston,02110,398,Science & Education,"Career Network, Networking for Job Seekers, New In Town, Self-Help & Self-Improvement, Entrepreneurship, Business Referral Networking, Learning, Study Group, Social Networking, Holistic Health, Dating and Relationships, Social, Professional Networking, New Career, Healthy Living","Remembering Names - Training (ID: 221355574, Date: 2015-04-16T19:00-04:00); Remembering Names - Training (ID: 221865187, Date: 2015-05-26T19:00-04:00); End the Struggle to Remember (ID: 225162396, Date: 2015-09-09T18:30-04:00)"
"Tools for Decluttering, Personal Change & Goal Attainment",<p>Clearing our living <em>spaces</em> from blockages of physical stuff simultaneously frees up our&,https://www.meetup.com/declutter-113,Cambridge,02138,295,Support & Coaching,"Declutter, ADHD, Procrastinators, Getting Organized","Boston-and-Beyond Decluttering Organizational Meetup (ID: 7155211, Date: 2008-02-26T18:00-05:00); Boston-and-Beyond Decluttering March Meeting: Financial Papers (ID: 7414487, Date: 2008-03-24T18:00-04:00); Boston-and-Beyond Decluttering Meeting: Releasing Sentimental Items (ID: 7594982, Date: 2008-04-16T18:00-04:00)"
